fov,y,x,probability,object_intensity,nucleus_id
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1044.7796,656.5897,0.5522,0.5212,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1044.9232,650.8973,0.4875,0.4412,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1042.2302,666.0474,0.5186,0.4804,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1043.1844,581.4562,0.4951,0.6507,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1042.1688,641.112,0.5029,0.4229,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1041.1584,602.4427,0.607,0.5969,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1039.9926,530.9398,0.4995,0.3891,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1036.9979,595.0006,0.7183,0.6601,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1036.0,564.0,0.4835,0.5353,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1035.4809,544.8753,0.4738,0.5153,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1034.9564,653.41,0.6714,0.5369,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1032.3712,576.3258,0.5114,0.5577,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1029.7564,732.0687,0.8003,0.5647,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1030.3116,601.0193,0.5589,0.5837,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1029.0,548.0,0.4051,0.4564,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1027.0,592.0,0.4632,0.5384,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1027.0,518.0,0.413,0.3598,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1026.0705,564.9671,0.6639,0.6405,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1026.4124,528.531,0.5062,0.4441,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1018.1073,740.9323,0.5048,0.4651,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1018.3273,557.9349,0.5009,0.5098,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1017.4607,509.3246,0.4841,0.4144,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1017.8948,565.9608,0.4942,0.5219,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1017.3656,478.4812,0.5023,0.3174,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1015.0505,575.62,0.4847,0.5115,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1014.3903,469.7438,0.5039,0.2895,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1014.0,734.0,0.4393,0.4214,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1012.0095,540.8759,0.513,0.5618,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1011.0938,711.8853,0.4762,0.392,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1011.8645,458.9612,0.5078,0.3266,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1010.1259,600.0694,0.8013,0.5469,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1010.1056,549.0764,0.5539,0.5829,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1009.2294,481.0155,0.537,0.4041,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1007.9412,565.1242,0.5029,0.5158,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1007.046,450.5917,0.5156,0.3177,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1005.4385,736.2725,0.5685,0.6379,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1004.0,491.0,0.4595,0.3652,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1003.5181,443.5606,0.5039,0.2958,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1001.0159,739.9835,0.901,0.7083,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,1001.2289,584.139,0.5086,0.529,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,998.6775,476.9582,0.7264,0.4697,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,998.0,539.0,0.4449,0.4355,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,994.9233,726.9943,0.5116,0.4777,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,994.695,436.1532,0.6687,0.4406,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,995.4651,423.3248,0.5099,0.3328,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,993.5435,545.9571,0.4805,0.4491,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,993.6222,495.6786,0.5757,0.4292,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,993.2043,525.2938,0.5727,0.4864,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,992.8369,468.5849,0.7361,0.4971,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,991.7764,735.0974,0.7798,0.7017,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,991.0,649.0,0.4715,0.3991,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,990.0378,745.0028,0.929,0.8905,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,989.3717,561.102,0.4747,0.4315,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,989.0,441.0,0.4598,0.4043,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,987.6656,638.5072,0.4928,0.3741,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,988.4316,580.4637,0.6456,0.6662,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,986.4954,546.1999,0.5906,0.6222,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,984.9655,730.2367,0.5669,0.5869,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,984.7329,520.7394,0.5004,0.4205,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,982.2464,711.1446,0.8164,0.6882,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,982.0072,648.698,0.4997,0.4224,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,981.0,586.0,0.4555,0.4365,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,981.0901,555.0249,0.4993,0.4953,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,981.0,430.0,0.4257,0.4857,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,981.0366,565.7051,0.5029,0.5009,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,978.7099,702.4884,0.4859,0.4513,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,979.3435,693.9289,0.743,0.5382,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,979.0904,447.9537,0.4993,0.4525,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,977.3168,463.8099,0.4937,0.4675,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,975.8018,749.0148,0.516,0.4617,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,976.4566,456.922,0.4911,0.4405,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,976.0129,383.9146,0.5098,0.285,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,973.7615,653.4516,0.4917,0.4278,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,971.2341,584.0466,0.4883,0.3802,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,972.0,492.0,0.4561,0.4485,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,971.4031,396.9225,0.5499,0.3917,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,969.472,743.3963,0.6341,0.5417,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,969.9789,483.9419,0.5386,0.5688,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,968.5506,564.6812,0.5452,0.5222,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,967.8365,694.4949,0.5331,0.7356,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,968.0372,660.9279,0.5399,0.4773,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,967.0,751.0,0.4494,0.344,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,966.9904,710.8416,0.7836,0.5911,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,966.3629,690.6025,0.4817,0.6306,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,965.605,671.0325,0.5385,0.4912,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,966.1742,547.5419,0.5033,0.4276,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,964.9012,404.7196,0.4973,0.3917,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,963.8945,493.2211,0.4988,0.4459,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,960.7844,731.9096,0.5081,0.504,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,961.7533,642.2289,0.476,0.3776,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,960.221,741.0764,0.5139,0.4276,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,959.8004,684.4531,0.5192,0.47,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,960.399,544.9086,0.5038,0.4115,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,958.5261,747.7638,0.5041,0.3842,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,958.094,691.5523,0.4957,0.4483,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,957.2782,701.5723,0.4939,0.4879,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,957.2421,454.107,0.5072,0.5059,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,955.9309,726.8178,0.4964,0.4731,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,955.9103,554.9327,0.568,0.5071,11
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,954.7557,493.4921,0.5064,0.5127,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,954.6165,706.0818,0.4799,0.4785,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,953.0,646.0,0.4005,0.2893,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,953.0,463.0,0.4436,0.4605,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,952.9692,408.9409,0.8439,0.6194,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,951.5006,400.0911,0.4744,0.3709,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,949.7671,749.6565,0.5081,0.478,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,949.0,511.0,0.4521,0.4101,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,948.0,458.0,0.452,0.4516,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,947.0494,735.8183,0.7014,0.5803,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,946.0,745.0,0.4435,0.503,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,945.884,703.6262,0.5766,0.5211,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,945.1449,403.5387,0.4778,0.3648,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,945.0686,389.1523,0.4747,0.3542,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,946.3626,370.5982,0.6631,0.3634,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,944.2051,695.6139,0.4966,0.4742,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,943.6933,473.8975,0.4974,0.495,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,942.844,689.4636,0.4972,0.4401,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,943.0,671.0,0.4403,0.4019,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,942.8045,663.9161,0.4993,0.4181,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,942.1795,493.3321,0.4689,0.4805,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,940.9149,746.3395,0.4802,0.5107,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,940.2092,719.2648,0.6355,0.4882,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,939.1597,708.678,0.4851,0.4083,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,938.9107,676.6299,0.484,0.3923,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,940.1573,481.9708,0.4731,0.4958,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,937.6039,737.4952,0.6219,0.6228,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,938.1914,727.7793,0.4919,0.4274,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,937.9624,655.6293,0.4902,0.3489,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,934.5725,683.008,0.783,0.6486,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,934.8749,701.3359,0.5005,0.404,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,932.9649,486.5812,0.4922,0.5065,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,932.1186,660.4826,0.4952,0.3092,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,932.0,497.0,0.4436,0.493,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,931.6118,408.4168,0.4865,0.4007,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,930.8522,687.8408,0.5194,0.4421,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,926.3216,733.6329,0.5285,0.441,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,926.548,702.4611,0.689,0.5441,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,927.4245,671.3563,0.5114,0.3681,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,926.9354,457.6087,0.4894,0.4525,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,925.9654,541.0073,0.8793,0.7704,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,925.0,503.0,0.4299,0.4875,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,923.9984,661.9474,0.5187,0.3501,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,924.0,410.0,0.4686,0.4145,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,922.8888,692.6925,0.7662,0.4431,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,922.3908,401.3284,0.498,0.3697,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,921.989,720.8109,0.5081,0.3939,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,921.7843,467.9665,0.5594,0.5172,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,920.0,495.0,0.4414,0.4509,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,918.892,676.8895,0.7329,0.4355,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,919.2795,413.4912,0.5374,0.4825,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,918.4038,735.7108,0.4998,0.3959,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,915.478,726.4762,0.6969,0.595,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,912.9746,740.7455,0.5223,0.3432,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,912.2387,710.6967,0.5774,0.4297,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,912.0274,696.8488,0.8357,0.4659,10
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,911.6597,399.7887,0.4948,0.3599,9
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,911.1508,330.7683,0.5517,0.3371,6
