fov,y,x,probability,object_intensity
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,816.1308,630.9868,0.5172,0.4953
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,817.0,481.0,0.4733,0.4393
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,815.7043,389.8122,0.512,0.4317
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,816.0,260.0,0.4591,0.3885
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,815.0,698.0,0.4701,0.424
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,814.5629,676.385,0.5221,0.5083
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,814.9006,424.1571,0.608,0.4026
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,814.2935,381.9312,0.5073,0.4389
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,814.0399,487.7931,0.8141,0.6999
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,814.2046,411.9898,0.5135,0.4374
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,814.3662,190.4556,0.5016,0.2505
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,812.9249,436.071,0.6047,0.3907
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,813.6557,236.7325,0.4806,0.3365
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,811.5578,559.4157,0.6747,0.5742
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,811.03,719.5243,0.49,0.5049
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,810.2991,688.7934,0.4708,0.4737
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,811.0,570.0,0.4526,0.3772
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,811.1637,338.4512,0.5307,0.4821
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,810.6975,713.9028,0.511,0.5391
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,810.1091,541.9263,0.5052,0.3785
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,810.0,354.0,0.4398,0.5171
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,808.7941,702.0464,0.5881,0.4904
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,809.234,533.9329,0.596,0.7529
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,808.0524,445.9964,0.5055,0.3614
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,806.0328,827.2491,0.4929,0.3851
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,805.9768,366.9988,0.5167,0.6036
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,805.8098,328.6983,0.4964,0.4098
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,804.7377,692.284,0.4881,0.4405
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,804.2657,817.0103,0.5647,0.383
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,803.9895,435.0117,0.86,0.5592
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,804.5651,423.279,0.5796,0.4624
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,804.9207,393.5755,0.4907,0.521
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,802.7182,565.4177,0.481,0.45
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,803.1357,531.392,0.5702,0.644
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,803.595,416.1244,0.5582,0.5081
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,803.0106,355.0021,0.7347,0.6438
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,802.0,550.0,0.4367,0.3641
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,801.9566,332.8147,0.4819,0.3689
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,802.5281,317.9548,0.5651,0.436
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,801.9932,593.8814,0.512,0.4717
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,801.1789,476.7856,0.4952,0.3861
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,801.3187,309.0436,0.6047,0.4611
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,800.0074,556.4619,0.595,0.4785
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,800.101,341.9478,0.5011,0.4364
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,798.1639,402.0579,0.515,0.4443
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,797.9255,750.0205,0.5135,0.3241
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,797.8836,697.0498,0.7567,0.5431
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,798.4154,494.4131,0.5977,0.5872
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,798.1425,264.0338,0.5676,0.4012
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,797.5359,488.7415,0.4971,0.4954
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,797.1726,249.8312,0.5064,0.3636
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,796.367,238.3103,0.6237,0.3803
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,796.0,351.0,0.4442,0.4544
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,795.5964,688.4009,0.4906,0.4746
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,794.7785,525.8474,0.5722,0.54
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,795.8265,444.321,0.508,0.3725
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,795.413,273.5027,0.6743,0.7039
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,794.1103,678.4516,0.5041,0.5616
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,793.3998,433.3255,0.5,0.3863
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,794.2195,298.6625,0.5832,0.4022
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,793.4557,727.5509,0.5523,0.4589
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,791.7662,342.1467,0.4795,0.3615
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,791.0317,682.0284,0.5604,0.6189
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,790.9776,313.9752,0.8634,0.4829
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,789.2711,692.431,0.5121,0.62
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,790.0,549.0,0.4827,0.3568
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,790.0022,238.7953,0.4876,0.2912
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,788.9762,708.8257,0.7836,0.6079
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,787.6406,716.1434,0.5158,0.4762
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,788.1168,417.7605,0.4908,0.3999
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,788.2991,254.4533,0.624,0.3772
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,787.0,841.0,0.4563,0.5302
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,787.825,687.5857,0.5017,0.6552
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,787.0,586.0,0.4789,0.4296
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,786.9371,501.0468,0.7365,0.445
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,786.9186,442.9082,0.5222,0.413
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,786.5653,348.3923,0.5304,0.4608
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,785.8856,723.6783,0.6759,0.5007
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,786.0,665.0,0.4574,0.4657
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,785.8427,334.0372,0.7241,0.4869
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,785.0143,295.5424,0.5062,0.3458
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,784.1476,307.0315,0.5561,0.3567
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,784.0331,180.9683,0.5055,0.3409
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,783.511,824.8527,0.7384,0.5583
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,783.2983,679.6304,0.5041,0.4861
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,783.0,508.0,0.4191,0.336
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,781.9403,833.2623,0.7894,0.7688
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,782.3903,697.0341,0.5837,0.6052
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,782.317,277.2941,0.5105,0.329
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,781.1212,688.587,0.7553,0.7329
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,780.9296,81.4067,0.4669,0.2098
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,779.6918,368.2932,0.5274,0.4631
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,780.0142,581.5084,0.4948,0.44
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,778.5135,563.4181,0.4847,0.431
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,778.5601,717.3543,0.5395,0.5294
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,777.9355,524.7361,0.4929,0.3793
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,777.8994,348.9318,0.4913,0.3561
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,778.0476,299.3547,0.5327,0.3898
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,777.0,705.0,0.4744,0.4766
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,776.8004,672.7891,0.8239,0.7459
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,777.0,663.0,0.4063,0.4677
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,775.6108,729.5256,0.5186,0.4202
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,776.2954,597.8811,0.4987,0.4401
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,776.0836,513.1715,0.5012,0.3548
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,776.0207,434.4659,0.5089,0.458
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,776.0,409.0,0.4538,0.4476
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,775.8551,308.6032,0.7805,0.625
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,775.2603,175.8015,0.4984,0.3331
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,774.0,849.0,0.4206,0.5117
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,773.9784,504.0018,0.5076,0.3687
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,774.675,201.6781,0.4992,0.3085
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,773.0213,679.9764,0.8128,0.7112
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,772.9933,217.2035,0.5108,0.3482
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,773.328,157.1306,0.5801,0.404
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,772.0,697.0,0.4179,0.4672
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,772.3702,550.4685,0.5103,0.4676
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,771.9629,442.1018,0.6048,0.4848
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,771.2935,338.2524,0.5068,0.4098
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,770.0384,823.9397,0.4801,0.3903
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,771.0,710.0,0.4387,0.4653
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,771.4696,665.6501,0.52,0.5579
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,771.6606,585.8879,0.4946,0.4505
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,771.0648,574.3709,0.5938,0.4945
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,769.8023,688.0246,0.7595,0.6729
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,770.2117,524.9859,0.5048,0.3362
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,770.2476,414.0776,0.4723,0.4501
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,769.8448,325.8216,0.472,0.4082
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,770.1279,317.5149,0.7037,0.5434
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,769.4046,144.5502,0.5844,0.3654
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,769.0508,705.9208,0.5058,0.5189
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,769.4609,428.611,0.5684,0.5328
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,768.9784,349.9919,0.534,0.5507
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,767.918,737.8761,0.8829,0.7336
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,768.2509,194.2506,0.761,0.5441
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,766.9673,515.1751,0.7796,0.4608
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,766.4736,173.6494,0.5103,0.3853
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,765.6053,631.9545,0.501,0.3959
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,765.95,203.12,0.5104,0.3872
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,765.0,560.0,0.4028,0.3819
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,764.6229,346.1899,0.4882,0.4543
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,764.0,853.0,0.4394,0.7049
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,764.0963,697.6979,0.4846,0.475
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,762.2869,313.9305,0.4865,0.3894
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,761.6517,706.7833,0.4781,0.5414
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,761.4477,687.3301,0.7429,0.8608
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,762.0,390.0,0.4913,0.433
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,762.0,165.0,0.4564,0.3741
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,762.445,158.212,0.5274,0.4367
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,761.0,830.0,0.4711,0.3936
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,760.2952,819.8989,0.5046,0.3636
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,760.0,655.0,0.4294,0.5656
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,760.0,584.0,0.434,0.4306
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,759.8532,243.7943,0.6792,0.3472
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,759.9912,191.8036,0.5113,0.4345
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,758.0906,736.7442,0.4937,0.3753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,757.9437,673.7383,0.707,0.6304
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,758.0,109.0,0.4234,0.2182
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,756.4593,709.3948,0.6567,0.7485
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,757.1098,204.4003,0.7483,0.5578
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,756.0642,700.6083,0.5063,0.4931
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,756.3287,558.1056,0.4797,0.3806
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,755.1253,375.7159,0.4703,0.4403
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,755.9638,347.9313,0.5583,0.4145
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,756.2835,316.312,0.6155,0.6841
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,756.2447,215.4113,0.5091,0.4053
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,754.5164,547.2169,0.6202,0.4412
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,754.4429,454.5831,0.4925,0.3833
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,753.0273,686.2657,0.4679,0.4492
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,753.0717,334.3487,0.495,0.3997
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,752.9997,194.076,0.7588,0.581
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,752.7206,831.839,0.4882,0.3354
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,751.0,565.0,0.4272,0.433
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,751.0,323.0,0.4468,0.3625
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,750.9234,220.7087,0.5052,0.4629
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,750.8874,369.385,0.4838,0.4314
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,749.3833,311.6065,0.5265,0.4338
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,748.5895,735.4762,0.483,0.4374
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,749.5102,673.6107,0.4929,0.5122
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,749.1092,444.8439,0.5096,0.413
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,748.9852,337.8504,0.504,0.4133
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,749.0545,208.8511,0.6943,0.6162
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,749.4265,201.9349,0.4881,0.4441
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,748.0,629.0,0.4075,0.4579
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,746.6599,725.0877,0.7471,0.5785
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,746.9762,709.9993,0.5717,0.6488
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,747.0,459.0,0.4262,0.3106
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,745.9914,186.4893,0.4826,0.4412
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,746.3491,131.8598,0.5023,0.3301
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,745.9689,615.9991,0.6295,0.4897
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,743.2965,734.9802,0.5043,0.4821
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,744.1412,583.1641,0.5076,0.4263
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,743.7795,359.2497,0.5193,0.3999
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,742.6189,449.904,0.4898,0.3834
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,743.2656,384.787,0.4902,0.3663
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,743.2226,341.3347,0.5201,0.43
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,741.7983,193.5831,0.7167,0.7363
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,742.2643,185.6487,0.4921,0.5149
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,740.5106,647.4737,0.4883,0.4973
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,741.0,409.0,0.4836,0.3897
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,740.6057,333.0797,0.7778,0.7504
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,741.0,235.0,0.4004,0.5142
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,741.843,227.5896,0.5078,0.5676
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,740.0,686.0,0.4689,0.4791
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,738.0,718.0,0.4373,0.4508
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,738.1517,639.8502,0.4979,0.5229
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,737.4398,306.9898,0.5106,0.3766
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,737.9944,120.3766,0.5015,0.3023
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,737.0,788.0,0.4025,0.318
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,736.799,315.8885,0.6253,0.4034
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,737.4044,234.0753,0.4825,0.5453
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,737.4118,161.6062,0.4934,0.3951
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,737.3204,131.9777,0.4913,0.3274
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,735.8733,362.0046,0.7132,0.4681
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,735.6151,740.4271,0.5047,0.438
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,735.0793,398.3006,0.7671,0.5082
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,735.0,204.0,0.4475,0.5201
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,733.4757,733.1116,0.5254,0.4954
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,733.9867,324.3135,0.5994,0.4335
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,733.0,654.0,0.4779,0.4956
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,732.5687,616.4262,0.5204,0.4885
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,734.1888,336.6872,0.4906,0.3603
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,732.1286,229.0361,0.4855,0.4604
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,733.2702,195.8463,0.4969,0.4937
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,731.8362,631.767,0.5059,0.5383
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,731.5858,575.0438,0.4932,0.3995
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,732.1247,347.9863,0.5008,0.3901
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,731.785,279.7865,0.4893,0.3413
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,730.0352,446.061,0.8415,0.6789
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,728.9426,343.3474,0.4998,0.3999
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,729.2228,330.9704,0.6592,0.4809
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,727.8125,216.3334,0.4687,0.5163
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,728.4357,161.689,0.5105,0.4379
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,728.6203,36.8953,0.5024,0.2374
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,728.1304,459.6744,0.6668,0.4866
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-1,727.9972,425.8273,0.8539,0.5684
