fov,hub_id,hub_uid,nucleus_id,radius_start_nm,radius_end_nm,radius_center_nm,bin_index,h3k27ac_sum_intensity,h3k27ac_mean_intensity,h3k27ac_median_intensity,expected_h3k27ac_sum_intensity,local_h3k27ac_mean,spen_sum_intensity,spen_mean_intensity,spen_median_intensity,expected_spen_sum_intensity,local_spen_mean,local_reference_pixel_count,h3k27ac_rdf_local_norm,spen_rdf_local_norm,pixel_count,spotiflow_intensity,nucleus_spen_median,nucleus_h3k27ac_mean
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,12,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00012,3,500.0,600.0,550.0,10,148476868.8125,1427662.2001201923,1442628.625,139503104.29609543,1341376.0028470715,702962.671875,6759.256460336538,6639.119384765625,738332.6389748,7099.3522978346155,922,1.06432662958781,0.9520948076345204,104,22620.291015625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,12,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00012,3,550.0,650.0,600.0,11,147920381.0,1408765.5333333334,1386506.625,140844480.2989425,1341376.0028470715,705661.0668945312,6720.581589471726,6651.22021484375,745431.9912726346,7099.3522978346155,922,1.0502391054732063,0.9466471457574491,105,22620.291015625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,12,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00012,3,600.0,700.0,650.0,12,145367486.9375,1371391.3862028301,1369000.125,142185856.30178958,1341376.0028470715,708980.0532226562,6688.491068138266,6717.330078125,752531.3435704692,7099.3522978346155,922,1.0223765620467722,0.9421269416617533,106,22620.291015625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,12,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00012,3,650.0,750.0,700.0,13,172144939.4375,1344882.3393554688,1385119.375,171696128.36442515,1341376.0028470715,856682.0720214844,6692.828687667847,6848.5185546875,908717.0941228308,7099.3522978346155,922,1.0026139848192863,0.9427379297276509,128,22620.291015625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,12,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00012,3,700.0,800.0,750.0,14,197955295.25,1310962.2201986755,1376791.0,202547776.4299078,1341376.0028470715,1002413.8330078125,6638.502205349751,6850.22900390625,1072002.196973027,7099.3522978346155,922,0.97732643003614,0.9350856144122572,151,22620.291015625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,12,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00012,3,750.0,850.0,800.0,15,199232703.84375,1285372.2828629033,1320762.625,207913280.44129607,1341376.0028470715,1023225.1926269531,6601.4528556577625,6808.705078125,1100399.6061643653,7099.3522978346155,922,0.9582490518204438,0.929866920066959,155,22620.291015625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,12,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00012,3,800.0,900.0,850.0,16,198135386.21875,1254021.4317642406,1295833.4375,211937408.4498373,1341376.0028470715,1041786.2348632812,6593.583764957476,6769.961181640625,1121697.6630578693,7099.3522978346155,922,0.9348768943999141,0.9287584963164309,158,22620.291015625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,12,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00012,3,850.0,950.0,900.0,17,205457557.8125,1237696.1314006024,1365698.125,222668416.47261387,1341376.0028470715,1092053.1149902344,6578.633222832737,6732.934814453125,1178492.4814405462,7099.3522978346155,922,0.9227063319856561,0.9266525940456986,166,22620.291015625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,12,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00012,3,900.0,1000.0,950.0,18,212255198.84375,1226908.6638367053,1382535.25,232058048.49254337,1341376.0028470715,1140579.6818847656,6592.946138062229,6594.04931640625,1228187.9475253886,7099.3522978346155,922,0.9146642412213956,0.9286686815180525,173,22620.291015625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,14,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00014,3,0.0,100.0,50.0,0,8356454.4375,928494.9375,912650.0,11314494.082183441,1257166.0091314935,130788.7841796875,14532.087131076389,14390.2060546875,69436.33882913961,7715.14875879329,924,0.7385619168477565,1.883578345072548,9,16203.28515625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,14,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00014,3,50.0,150.0,100.0,1,18992429.75,949621.4875,907652.65625,25143320.18262987,1257166.0091314935,253883.025390625,12694.15126953125,12419.384765625,154302.9751758658,7715.14875879329,924,0.7553668175900182,1.6453540516718066,20,16203.28515625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,14,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00014,3,100.0,200.0,150.0,2,27587803.0,985278.6785714285,921425.0,35200648.25568182,1257166.0091314935,293742.69970703125,10490.810703822544,10551.4580078125,216024.1652462121,7715.14875879329,924,0.7837299699600557,1.3597677804806696,28,16203.28515625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,14,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00014,3,150.0,250.0,200.0,3,39716145.6875,1018362.7099358974,950503.0625,49029474.356128246,1257166.0091314935,351909.978515625,9023.332782451924,8840.7919921875,300890.8015929383,7715.14875879329,924,0.8100463284394938,1.1695604407066862,39,16203.28515625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,14,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00014,3,200.0,300.0,250.0,4,53176098.125,1063521.9625,974992.375,62858300.45657468,1257166.0091314935,416733.9033203125,8334.67806640625,7757.711181640625,385757.43793966447,7715.14875879329,924,0.8459677996183881,1.0803003709950318,50,16203.28515625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,14,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00014,3,250.0,350.0,300.0,5,57005950.9375,1117763.743872549,1001121.0625,64115466.46570617,1257166.0091314935,410005.25537109375,8039.318732766544,7189.68603515625,393472.5866984578,7715.14875879329,924,0.8891138765712813,1.0420173329261841,51,16203.28515625,7806.400390625,999929.4885875753
TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2,14,TXSHA-undiff-SPEN_JF549_H3K27ac_DL650-SACD-FOV-2_hub_00014,3,300.0,400.0,350.0,6,66559305.875,1147574.239224138,1035219.3125,72915628.52962662,1257166.0091314935,456367.61767578125,7868.407201306573,7052.859375,447478.6280100108,7715.14875879329,924,0.9128263339039318,1.0198646127644146,58,16203.28515625,7806.400390625,999929.4885875753
