condition,results_dir,pcf_type,r_center_nm,mean_G,sem_G,n_nuclei,color
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,190.0,1.194188858518404,0.0384585251119245,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,210.0,1.1782680289335328,0.0371676912651699,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,230.0,1.162913545966052,0.0357154845771565,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,250.0,1.1484221392154592,0.0340979200425096,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,270.0,1.1352942404547162,0.0325479960147987,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,290.0,1.1234741761377431,0.0311891566023309,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,310.0,1.1131465529340556,0.0300564237919062,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,330.0,1.1045469870989866,0.0291518138572098,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,350.0,1.097924430442493,0.0284977488914852,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,370.0,1.0929502359483478,0.0280077267077054,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,390.0,1.089373584408414,0.0276711295723489,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,410.0,1.0869590229280186,0.0274488435238931,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,430.0,1.0851949155734018,0.0272955624348444,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,450.0,1.083782340592597,0.0271566062602555,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,470.0,1.0825043153956335,0.0270084170061519,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,490.0,1.0814272663382225,0.0267890742391253,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,510.0,1.0806152704454914,0.0265141886330602,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,530.0,1.0803105269085296,0.0262303070196226,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,550.0,1.0804329487728963,0.0259369476986216,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,570.0,1.080951116985332,0.0256605090948919,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,590.0,1.081538095798641,0.0254397687272827,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,610.0,1.0820492789443272,0.0253202871763833,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,630.0,1.0824308895053332,0.0252837246264552,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,650.0,1.0826988829546629,0.025307943655818,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,670.0,1.0830127338987106,0.0253645636618871,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,690.0,1.083590118733007,0.0254381794559339,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,710.0,1.0844104288152958,0.0254304688665426,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,730.0,1.0853910027761966,0.0253360845540469,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,750.0,1.086609345075878,0.0252015845657679,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,770.0,1.088034390984379,0.0250370826725984,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,790.0,1.0894975383627272,0.0248098796398271,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,810.0,1.0908367992257422,0.024528767735432,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,830.0,1.0919516376400964,0.0241690625173461,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,850.0,1.0927654797340238,0.0237073291144275,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,870.0,1.0934114953348864,0.0231941533551374,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,890.0,1.094115203777588,0.022690383990321,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,910.0,1.0951307426122752,0.022241282101393,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,930.0,1.0965138803196632,0.0218516778558908,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,950.0,1.0980477173203762,0.0215373059628597,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,970.0,1.0994744645847825,0.0212536671059718,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,990.0,1.1006793351963624,0.020990323929621,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,1010.0,1.101576240946825,0.0207292385572572,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,1030.0,1.102174170492034,0.0204938261374513,21,#009E73
Aux 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Aux24h,cross,1050.0,1.1027251324136589,0.0202757499675994,21,#009E73
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,50.0,1.2550736157119766,0.0692337626367504,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,70.0,1.2606619617972143,0.0675472816435146,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,90.0,1.2656275860479873,0.0653406560250719,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,110.0,1.268389929786025,0.0628573971272308,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,130.0,1.267544801148195,0.0602184506568122,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,150.0,1.2619816968644118,0.0575565416767579,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,170.0,1.2515072595925785,0.0548239429003543,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,190.0,1.2371844779207382,0.0521470682697499,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,210.0,1.2206826783482236,0.0495160602345804,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,230.0,1.203597241827633,0.0468988451502269,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,250.0,1.187420623774082,0.044261406622805,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,270.0,1.172865258128218,0.0417055618133604,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,290.0,1.1598042459600466,0.0392363504914558,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,310.0,1.1479889507349523,0.0368024882362785,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,330.0,1.1373967361234545,0.0343854503787971,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,350.0,1.1280251446949956,0.0320333186700914,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,370.0,1.1198747896164938,0.0298245708361243,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,390.0,1.1129406442420444,0.0277812686437761,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,410.0,1.107092890633423,0.025976624125148,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,430.0,1.101948264439857,0.0244284479469068,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,450.0,1.0971065335368988,0.023097658020829,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,470.0,1.092478208364435,0.0219272339891039,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,490.0,1.0880393323817523,0.0209102967644516,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,510.0,1.084022121952099,0.0200434994018614,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,530.0,1.080514123947215,0.0192846549787698,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,550.0,1.077422353817283,0.0186011249122788,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,570.0,1.07465570097897,0.0179521032998443,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,590.0,1.0722447939402429,0.0173340305541159,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,610.0,1.0700708325419963,0.0167291224401897,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,630.0,1.0681559191282648,0.0161268749511219,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,650.0,1.0665763678920612,0.0155780050472447,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,670.0,1.065401989963396,0.015113034773216,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,690.0,1.0645261840174656,0.0147267693268676,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,710.0,1.0637832351390393,0.014394686250688,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,730.0,1.0631297743217205,0.0141048628790641,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,750.0,1.0626843453174653,0.0138387618045537,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,770.0,1.0625117919716278,0.0135939856042486,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,790.0,1.0628031829001094,0.0133805816206068,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,810.0,1.0636024537276534,0.0132090166886211,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,830.0,1.0649158995412729,0.013090907592699,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,850.0,1.0663876702226225,0.0130081135985517,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,870.0,1.067848468476167,0.0129403340773059,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,890.0,1.0689474131720968,0.0128397675928525,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,910.0,1.0696888658401844,0.0126994076355417,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,930.0,1.0700148401540823,0.012506908688057,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,950.0,1.0700946497923234,0.0123046329127497,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,970.0,1.0699867252444497,0.0121208129601895,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,990.0,1.0698039630039755,0.0119751645540711,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,1010.0,1.0696314359023018,0.0118852049805468,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,1030.0,1.0696625634436594,0.0118382731251597,33,#CC79A7
Dox 24h,/Volumes/guttman/users/gmgao/Imaging_ProcessedData/SPEN/20260413_ONI-gmgao-SPEN_H3K27ac_dSTORM_SACD/processed-dSTORM/Dox24h,cross,1050.0,1.0699437690612446,0.0117877074597005,33,#CC79A7
